NO,store_order_code,order_date,store_delivery_code,delivery_date,store_name,address,total,total_with_discount,delivery_sts,discount_1,discount_2,discount_special,promotion_name,order_type,branch_name,salesman_name
848,FORD_070723_0033_NORM,2023-07-07,FDEL_070723_0029_NORM,2023-07-07,CH ANH V?NH,"329 B?n Vân ??n, P2, Q4",2320000,1531200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
849,FORD_050723_0020_NORM,2023-07-05,FDEL_050723_0019_NORM,2023-07-05,BTR - CH PH??C HOÀNG - 0965840939,"18A Tr??ng ??nh, ph??ng 6, TP B?n Tre, T?nh B?n Tre",8040000,5306400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
850,FORD_060723_0025_NORM,2023-07-06,FDEL_060723_0022_NORM,2023-07-06,CH VÂN QU?N 5 (XH?: LÝ V? THIÊM),"29 Nguy?n An Kh??ng, Ph??ng 13 , Qu?n 5, TP. H? Chí Minh",7305000,4821300,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
851,FORD_050723_0019_NORM,2023-07-05,FDEL_050723_0018_NORM,2023-07-05,C?A HÀNG HÒA KÝ QU?N 5,"??a ch? m?i: 24/13 Nguy?n V?n ??ng, P.6, Q.5. ??a ch? c?: 181 Nguy?n Trãi, Q5",8160000,5385600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
852,FORD_150623_0087_NORM,2023-06-15,FDEL_040723_0015_NORM,2023-07-04,CH THU?N H?NG - KIÊN GIANG (?ÓNG BAO),"29 Nguy?n Chí Thanh, P.R?ch S?i, TP R?ch Giá, T?nh Kiên Giang",122966000,81157560,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
853,FORD_040723_0016_NORM,2023-07-04,FDEL_050723_0017_NORM,2023-07-05,CH KHÁNH LAN,"603-605 H?u Giang, P11, Q6",3950000,2607000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
854,FORD_030723_0009_NORM,2023-07-03,FDEL_040723_0014_NORM,2023-07-04,CH NINH C??NG,"903 Lê ??c Th?, P.6, Gò V?p",8000000,5280000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
855,FORD_030723_0007_NORM,2023-07-03,FDEL_040723_0016_NORM,2023-07-04,C?A HÀNG THÂN (XH? : PH?M V?N THÂN ),"1045 Lê ??c Th?, Ph??ng 16, Qu?n Gò V?p, TP. H? Chí Minh",5440000,3590400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
856,FORD_300623_0158_NORM,2023-06-30,FDEL_300623_0139_NORM,2023-06-30,A HU?NH( (GIAO TR??C 2H CHI?U)),"s? 6 ???ng xuân thu? ph??ng ?ông v?nh , tp vinh t?nh ngh? an (Giao tr??c 2h chi?u)",51980000,34306800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
857,FORD_290623_0154_NORM,2023-06-29,FDEL_300623_0137_NORM,2023-06-30,CTY TNHH THáI THI (S? TH? C?),"307 Lê Vi?t Thu?t, Thành ph? Vinh Ngh? An",10740000,7088400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
858,FORD_030723_0012_NORM,2023-07-03,FDEL_030723_0007_NORM,2023-07-03,CH HOÀNG S?N,"166 Ph?m H?u L?u, Ph??ng Phú M?, Qu?n 7",3290000,2171400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
859,FORD_030723_0010_NORM,2023-07-03,FDEL_040723_0012_NORM,2023-07-04,CH DUY ??T,"474 LÊ ??C TH?, P.17, GÒ V?P",9330000,6157800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
860,FORD_030723_0013_NORM,2023-07-03,FDEL_030723_0010_NORM,2023-07-03,CH VÂN CH??NG,"81 L?c H?ng, Ph??ng V?nh L?c, TP R?ch Giá, Kiên Giang",18570000,12256200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
861,FORD_300623_0169_NORM,2023-06-30,FDEL_030723_0008_NORM,2023-07-03,CH VÂN CH??NG,"81 L?c H?ng, Ph??ng V?nh L?c, TP R?ch Giá, Kiên Giang",4640000,3062400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
862,FORD_030723_0011_NORM,2023-07-03,FDEL_030723_0009_NORM,2023-07-03,CH 313 ( CH? PH??NG: 0969 39 0627),"313 Phan V?n Tr?, P11, Bình Th?nh",3059000,2018940,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
863,FORD_070623_0039_NORM,2023-06-07,FDEL_300623_0148_NORM,2023-06-30,C?A HÀNG H?NG PHÚ AN,"377 Lý Th??ng Ki?t F8, Qu?n Tân Bình",195000,128700,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
864,FORD_040723_0017_NORM,2023-07-04,FDEL_040723_0013_NORM,2023-07-04,BTR - CH M? L? - 0941757731,"S? 221E ?p Bình Th?nh, xã Bình Phú, Thành ph? B?n Tre, t?nh B?n Tre",45915000,30303900,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
865,FORD_040723_0015_NORM,2023-07-04,FDEL_040723_0011_NORM,2023-07-04,C?A HÀNG NGÂN HÀ (XH? : L?U TH? HÀ),"924 L?c Long Quân, Ph??ng 8, Qu?n Tân Bình",7280000,4804800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
866,FORD_300623_0162_NORM,2023-06-30,FDEL_300623_0142_NORM,2023-06-30,CH PHÁT,"231/51/29 Bình Tiên, P8, Q6",85533000,52175130,Hoàn t?t,39,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
867,FORD_300623_0171_NORM,2023-06-30,FDEL_300623_0147_NORM,2023-06-30,CH HOÀNG PH??NG B?C NINH - KHÔNG GIAO PHI?U XU?T ( XH?: CTY TNHH PH??NG HOÀNG XANH CPT ),"27 Lê ??c Th?, P V? Ninh, TP B?c Ninh",17380000,11470800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
868,FORD_300623_0159_NORM,2023-06-30,FDEL_300623_0141_NORM,2023-06-30,CH AN THANH BÌNH (XH?: CÔNG TY TNHH TH??NG M?I DICH V? XU?T NH?P KH?U AN THANH BÌNH),"88/27 M?C VÂN P12, Q8, TP.HCM",342659000,209021990,Hoàn t?t,39,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
869,FORD_010723_0001_NORM,2023-07-01,FDEL_010723_0001_NORM,2023-07-01,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",732000,732000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
870,FORD_010723_0002_NORM,2023-07-01,FDEL_010723_0002_NORM,2023-07-01,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",130000,130000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
871,FORD_300623_0164_NORM,2023-06-30,FDEL_300623_0140_NORM,2023-06-30,??C THÀNH ??T,220 gia phú p1q6,15828000,10446480,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
872,FORD_300623_0167_NORM,2023-06-30,FDEL_300623_0136_NORM,2023-06-30,CH AN THANH BÌNH (XH?: CÔNG TY TNHH TH??NG M?I DICH V? XU?T NH?P KH?U AN THANH BÌNH),"88/27 M?C VÂN P12, Q8, TP.HCM",2296000,1515360,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
873,FORD_280623_0138_NORM,2023-06-28,FDEL_300623_0144_NORM,2023-06-30,CH NG?C CHÂU ( A MINH) - ?ÓNG THÙNG,"142 Lê Quang ??nh, P.14, Q.Bình Th?nh",15730000,10381800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
874,FORD_290623_0148_NORM,2023-06-29,FDEL_300623_0134_NORM,2023-06-30,CH TH?Y VÂN,"446 Cách M?ng Tháng 8, P. Phú C??ng, Tp. Th? D?u M?t, T?nh Bình D??ng",23040000,15206400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
875,FORD_210623_0115_NORM,2023-06-21,FDEL_300623_0143_NORM,2023-06-30,CH GIA HÒA PHÁT,"117 Tr?n Phú, ph??ng 9, TP. Tuy Hòa, Phú Yên",100419000,66276540,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
876,FORD_300623_0160_NORM,2023-06-30,FDEL_300623_0146_NORM,2023-06-30,CH HOÀNG THANH PHÁT,"32A ??i l? ??ng Kh?i, KP1, P. Phú Tân, TP B?n Tre, B?n Tre",19300000,12738000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
877,FORD_290623_0143_NORM,2023-06-29,FDEL_290623_0122_NORM,2023-06-29,TI?M ?I?N TÀI,"211 A2 ??ng Kh?i , TP B?n tre",24440000,16130400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
878,FORD_200623_0108_NORM,2023-06-20,FDEL_210623_0100_NORM,2023-06-21,?I?N N??C THÁI CHÂU,"S? 223 ???ng 835 ?p 2 xã Long Khê, huy?n C?n ???c, Long An ( ngã gã 3 Gò ?en ch?y t?i 4km bên trái)",27240000,17978400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
879,FORD_100623_0057_NORM,2023-06-10,FDEL_190623_0090_NORM,2023-06-19,CH CHÁNH S??NG ( MINH NG?C C?),"679 Hùng V??ng, K3, P1, TP Sa Dec ??ng Tháp",3080000,2032800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
880,FORD_070623_0041_NORM,2023-06-07,FDEL_080623_0039_NORM,2023-06-08,NBE - CH HOÀNG LONG - 0903384741,"??a ch? m?i: ??i di?n 1960 HTP, ??a ch? c?: 59/2 hu?nh T?n Phát, KP6, Nhà Bè",3305000,2181300,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
881,FORD_090623_0053_NORM,2023-06-09,FDEL_130623_0057_NORM,2023-06-13,CH HOÀNG S?N,"166 Ph?m H?u L?u, Ph??ng Phú M?, Qu?n 7",3855000,2544300,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
882,FORD_050623_0022_NORM,2023-06-05,FDEL_060623_0024_NORM,2023-06-06,C?A HÀNG V?N T??NG (GIAO THÙNG KHÔNG GIAO BAO),"7 S??ng Nguy?t Ánh, Ph??ng Châu Phú A, T. xã Châu ??c, T?nh An Giang",19320000,12751200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
883,FORD_270523_0107_NORM,2023-05-27,FDEL_290523_0095_NORM,2023-05-29,C?A HÀNG V?N T??NG (GIAO THÙNG KHÔNG GIAO BAO),"7 S??ng Nguy?t Ánh, Ph??ng Châu Phú A, T. xã Châu ??c, T?nh An Giang",8380000,5530800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
884,FORD_240523_0092_NORM,2023-05-24,FDEL_250523_0073_NORM,2023-05-25,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),"??a ch? m?i: 137/39/4A Tr?nh ?ình Tr?ng, phú trung, Tân phú. ??a ch? c? : 2B L??ng Th? Vinh, P.Tân Th?i Hòa, Q.Tân Phú. ??a ch? Qu?n 5: 96 Gò Công",885000,566400,Hoàn t?t,36,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
885,FORD_240523_0087_NORM,2023-05-24,FDEL_240523_0069_NORM,2023-05-24,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),"??a ch? m?i: 137/39/4A Tr?nh ?ình Tr?ng, phú trung, Tân phú. ??a ch? c? : 2B L??ng Th? Vinh, P.Tân Th?i Hòa, Q.Tân Phú. ??a ch? Qu?n 5: 96 Gò Công",32030000,20500000,Hoàn t?t,36,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
886,FORD_110523_0034_NORM,2023-05-11,FDEL_110523_0029_NORM,2023-05-11,CH PHÁT,"231/51/29 Bình Tiên, P8, Q6",3950000,2607000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
887,FORD_050523_0014_NORM,2023-05-05,FDEL_080523_0016_NORM,2023-05-08,CH PHÁT,"231/51/29 Bình Tiên, P8, Q6",48365000,30953600,Hoàn t?t,36,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
888,FORD_250423_0131_NORM,2023-04-25,FDEL_260423_0114_NORM,2023-04-26,CH PHÁT,"231/51/29 Bình Tiên, P8, Q6",25615000,16905900,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
889,FORD_260423_0142_NORM,2023-04-26,FDEL_280423_0150_NORM,2023-04-28,C?A HÀNG TI?P NGÀ (KHÔNG B? PHI?U XU?T HÀNG),"Ph? Ch??ng, Xã Lam S?n, Huy?n Thanh Mi?n, H?i D??ng",264000000,264000000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
890,FORD_200423_0091_NORM,2023-04-20,FDEL_210423_0080_NORM,2023-04-21,"TÂN CHÂU (GIAO CHÀNH TH? ??C - GHI LÊN THÙNG ""CHÂU - S? BMT 0932799638, BMT, ??K L?K)","75 Nguy?n T?t Thành, Buôn Mê Thu?t. ??a ch? chành Th? ??c :Thu ??c 94 nguy?n duy d??ng p9 q5 ?091 3423795?)",23530000,15529800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
891,FORD_090223_0058_NORM,2023-02-09,FDEL_100223_0066_NORM,2023-02-10,TI?M S?N HI?N,289 Lê H?ng Phong - P.3 - TP. Sóc Tr?ng,6420000,4173000,Hoàn t?t,34,1,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
892,FORD_070223_0045_NORM,2023-02-07,FDEL_090223_0055_NORM,2023-02-09,CH ÁNH H?NG ( XH? : NGUY?N QUANG TÂM ),"15 - 17 Cách m?ng tháng 8, P2, TP. Cao Lãnh, ??ng Tháp",13945000,9203700,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
893,FORD_310123_0120_NORM,2023-01-31,FDEL_310123_0103_NORM,2023-01-31,CH HOÀNG D?NG,"15 Ngô Gia T?, Khóm 4, Ph??ng 6, TP. Sóc Tr?ng, T?nh Sóc Tr?ng ( Xu?t hóa ??n dán ngoài)",6035000,3983100,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
894,FORD_040223_0026_NORM,2023-02-04,FDEL_060223_0042_NORM,2023-02-06,NHÀ PHÂN PH?I VLXD& TRANG TRÍ N?I TH?T NHÂN PHÁT,?p hòa long - xã giao long - châu thành - b?n tre,7736000,5105760,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
895,FORD_290623_0152_NORM,2023-06-29,FDEL_290623_0127_NORM,2023-06-29,??I LÝ H?NG NHUNG,"174 Mai Th? H?ng H?nh, R?ch Giá",4445000,2933700,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
896,FORD_290623_0145_NORM,2023-06-29,FDEL_290623_0123_NORM,2023-06-29,CH VÂN CH??NG,"81 L?c H?ng, Ph??ng V?nh L?c, TP R?ch Giá, Kiên Giang",5600000,3696000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
897,FORD_290623_0146_NORM,2023-06-29,FDEL_290623_0124_NORM,2023-06-29,CH C?M MINH,"808 Th?ng Nh?t, P.15, Q.Gò V?p",12650000,8349000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
898,FORD_300623_0165_NORM,2023-06-30,FDEL_300623_0135_NORM,2023-06-30,NHÂN VIÊN PKH,PKH Q7,329000,108570,Hoàn t?t,67,0,0,,1,CN Ho Chi Minh,SM2
899,FORD_290623_0156_NORM,2023-06-29,FDEL_290623_0133_NORM,2023-06-29,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",379000,379000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
900,FORD_270623_0135_NORM,2023-06-27,FDEL_290623_0126_NORM,2023-06-29,CH V??NG ANH (CÔ V?),"961, KP2, P.Tân Hi?p, Biên Hòa, ??ng Nai",9370000,6184200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
901,FORD_290623_0155_NORM,2023-06-29,FDEL_290623_0132_NORM,2023-06-29,BTR - CH CÔ VÂN - 0937541439,"10D Nguy?n Trung Tr?c, Ph??ng An H?i , TP B?n Tre",40170000,26512200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
902,FORD_290623_0149_NORM,2023-06-29,FDEL_290623_0125_NORM,2023-06-29,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",292000,292000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
903,FORD_290623_0151_NORM,2023-06-29,FDEL_290623_0128_NORM,2023-06-29,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",162000,162000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
904,FORD_200623_0109_NORM,2023-06-20,FDEL_290623_0129_NORM,2023-06-29,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",333000,333000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
905,FORD_190623_0105_NORM,2023-06-19,FDEL_290623_0130_NORM,2023-06-29,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",604000,604000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
906,FORD_280623_0140_NORM,2023-06-28,FDEL_280623_0119_NORM,2023-06-28,CH SÁU M?N,"13B Qu?c L? 62, Ph??ng 2, Tân An, Long An",19060000,12579600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
907,FORD_170523_0052_NORM,2023-05-17,FDEL_280623_0118_NORM,2023-06-28,TR?N LIÊN H?NG LÊ DU?N,571 lê du?n f4 tp sóc tr?ng,16920000,11167200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
908,FORD_260623_0131_NORM,2023-06-26,FDEL_280623_0116_NORM,2023-06-28,HÙNG M? XUYÊN ( CH MINH KÝ ),"S? 20 Tri?u N??ng, ?p Châu Thành, th? tr?n M? Xuyên, Huy?n M? Xuyên, T?nh Sóc Tr?ng",15740000,10388400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
909,FORD_210623_0116_NORM,2023-06-21,FDEL_270623_0114_NORM,2023-06-27,BTR - CTY LIÊN ANH - 0945307087,548 ?p ph??c hòa. Xã phú an hòa. Châu thành . B?n tre,23875000,15757500,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
910,FORD_220623_0117_NORM,2023-06-22,FDEL_270623_0112_NORM,2023-06-27,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),"??a ch? m?i: 137/39/4A Tr?nh ?ình Tr?ng, phú trung, Tân phú. ??a ch? c? : 2B L??ng Th? Vinh, P.Tân Th?i Hòa, Q.Tân Phú. ??a ch? Qu?n 5: 96 Gò Công",109760000,72441600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
911,FORD_270623_0134_NORM,2023-06-27,FDEL_270623_0115_NORM,2023-06-27,CH ??I H?NG,"12 Hoàng Thái Hi?u, P1, TP.V?nh Long",9470000,6250200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
912,FORD_260623_0130_NORM,2023-06-26,FDEL_270623_0113_NORM,2023-06-27,CH THU?N THÀNH,"33 Bình Tây, Ph??ng 1, Qu?n 6, TP. HCM",13280000,8764800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
913,FORD_270623_0133_NORM,2023-06-27,FDEL_270623_0111_NORM,2023-06-27,KIM KHÍ PHÚC H?NG,S? nhà 60 ph? H?ng Ti?n b? ?? Long Biên Hà N?i,11600000,7656000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
914,FORD_260623_0127_NORM,2023-06-26,FDEL_260623_0109_NORM,2023-06-26,CH VLXD HAI CHI?N,"ch? Huy?n H?i , xã Huy?n H?i,huy?n Càng Long- Trà Vinh",45520000,30043200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
915,FORD_220623_0120_NORM,2023-06-22,FDEL_230623_0104_NORM,2023-06-23,CTY TNHH SX TM DV VÂN THIÊN,"48A ???ng s? 8, KP3, P. Linh Trung, Th? ??c",12970000,8560200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
916,FORD_290523_0115_NORM,2023-05-29,FDEL_290523_0094_NORM,2023-05-29,CH HOÀNG PH??NG B?C NINH - KHÔNG GIAO PHI?U XU?T ( XH?: CTY TNHH PH??NG HOÀNG XANH CPT ),"27 Lê ??c Th?, P V? Ninh, TP B?c Ninh",600000000,600000000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
917,FORD_150623_0082_NORM,2023-06-15,FDEL_260623_0107_NORM,2023-06-26,TH?NH H?NG,"539a Nguy?n Hu? , TP SÓC TR?NG",9840000,6494400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
918,FORD_260623_0128_NORM,2023-06-26,FDEL_260623_0108_NORM,2023-06-26,CH HOÀNG D?NG,"15 Ngô Gia T?, Khóm 4, Ph??ng 6, TP. Sóc Tr?ng, T?nh Sóc Tr?ng ( Xu?t hóa ??n dán ngoài)",11530000,7609800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
919,FORD_220623_0121_NORM,2023-06-22,FDEL_260623_0110_NORM,2023-06-26,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",164000,164000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
920,FORD_260623_0126_NORM,2023-06-26,FDEL_260623_0106_NORM,2023-06-26,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",260000,260000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
921,FORD_170623_0097_NORM,2023-06-17,FDEL_230623_0105_NORM,2023-06-23,?A PH??C (CH?N NGHI?P C?) - ( XH? CTY TNHH DV TM SA?I GO?N NGUY?N - ?A PH??C),"Giao ? 64 ?a Ph??c, ?p 5, xã ?a Ph??c, huy?n Bình Chánh. 143 ?? Xuân H?p, Q2. A Nam 18 M?c C?u, P13, Q5. 028 3857 6611. ?c: 342/2 D??ng Bá Tr?c, P1, Q8",9750000,6435000,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
922,FORD_220623_0119_NORM,2023-06-22,FDEL_220623_0101_NORM,2023-06-22,??C THÀNH ??T,220 gia phú p1q6,9280000,6124800,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
923,FORD_220623_0118_NORM,2023-06-22,FDEL_220623_0102_NORM,2023-06-22,??I LÝ NH?A BÌNH MINH THU?N LOAN ( ?óNG BAO G?N CHO CH? ),?p An Bình - Xã An Hi?p - Châu Thành - B?n Tre ( ??i di?n B?u ?i?n An Hi?p ),27440000,18110400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM2
924,FORD_220623_0122_NORM,2023-06-22,FDEL_220623_0103_NORM,2023-06-22,CH TH??NG ?I?N - GIAO QU?N 5 (XH? : CÔNG TY TNHH VÂN TUY?N AP),"??a ch? m?i: 137/39/4A Tr?nh ?ình Tr?ng, phú trung, Tân phú. ??a ch? c? : 2B L??ng Th? Vinh, P.Tân Th?i Hòa, Q.Tân Phú. ??a ch? Qu?n 5: 96 Gò Công",21840000,14414400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
925,FORD_200623_0107_NORM,2023-06-20,FDEL_200623_0092_NORM,2023-06-20,CH PHÁT,"231/51/29 Bình Tiên, P8, Q6",7435000,4907100,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
926,FORD_190623_0106_NORM,2023-06-19,FDEL_210623_0098_NORM,2023-06-21,GIA KHANG,"2639H Lý Thái T?, ?p Ph??c Lý, xã ??i Ph??c, Nh?n Tr?ch, ??ng Nai",4610000,3042600,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
927,FORD_190623_0104_NORM,2023-06-19,FDEL_210623_0099_NORM,2023-06-21,CH TÂN TÀI L?I (?ÓNG GÓI CHO CH?),"561A Tr?n H?ng ??o, Khóm 8, Ph??ng 3, TP Sóc Tr?ng (??u trên Tr??ng Quân s? QK9)",5890000,3887400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
928,FORD_200623_0110_NORM,2023-06-20,FDEL_200623_0096_NORM,2023-06-20,CH KIM NGUYÊN,"213 Lê L?i, Ph??ng 5, TP. Tuy Hòa, T?nh Phú Yên",13033000,8601780,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
929,FORD_200623_0111_NORM,2023-06-20,FDEL_200623_0095_NORM,2023-06-20,CH HU?NH TUY?N,"34 B?ch ??ng, P.24, Q. Bình Th?nh",4640000,3062400,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
930,FORD_210623_0114_NORM,2023-06-21,FDEL_210623_0097_NORM,2023-06-21,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",102000,102000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
931,FORD_190623_0098_NORM,2023-06-19,FDEL_190623_0089_NORM,2023-06-19,CÔNG TY TNHH THI?T B? V? SINH KHA HOÀNG,"323 Võ V?n Ki?t, P.An Th?i, Q.Bình Th?y, TP.C?n Th?",3168000,2090880,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM3 - Nguyen Huynh
932,FORD_190623_0099_NORM,2023-06-19,FDEL_190623_0091_NORM,2023-06-19,CH HOÀNG D?NG,"15 Ngô Gia T?, Khóm 4, Ph??ng 6, TP. Sóc Tr?ng, T?nh Sóc Tr?ng ( Xu?t hóa ??n dán ngoài)",15020000,9913200,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM5
933,FORD_290523_0112_NORM,2023-05-29,FDEL_190623_0087_NORM,2023-06-19,CH PHÚ M? ?À N?NG (GHI S? ?I?N THO?I LêN KI?N HàNG),"238 Tr?n Nam Trung, Hòa Xuân, C?m L?, TP ?à N?ng (Ghi s? dt 0905 955 898 lên hàng)",9145000,6035700,Hoàn t?t,34,0,0,,1,CN Ho Chi Minh,SM1 - Vinh Vo
934,FORD_190623_0101_NORM,2023-06-19,FDEL_190623_0086_NORM,2023-06-19,SHOPEE_OFFICIAL,"63 duong so 30, phuong Tan Phong, Quan 7",326000,326000,Hoàn t?t,0,0,0,,1,CN Ho Chi Minh,C?a hàng n??c
