store_delivery_code,product_code,amount
6135,WT007H-20RVHTR-6,5
6135,WT007J-20RVLTR-6,5
6135,WT007N-20RVCTR-6,5
6136,WT007H-20RVHTR-6,10
6136,WT007J-20RVLTR-6,10
6136,WT007N-20RVCTR-6,10
6137,WT001M-6VIVHTR-6,5
6137,WT001O-6HBVXTM-1,5
6137,WT001U-6HBVXTX-1,5
6137,WT005Y-8PKDT-1,10
6137,WT0063-8MOLVTR-6,10
6138,WT001M-6VIVHTR-6,40
6138,WT001Q-6HBVXTR-1,120
6138,WT001V-6HSVSTR-3,24
6139,WT007H-20RVHTR-6,50
6139,WT007J-20RVLTR-6,50
6139,WT007N-20RVCTR-6,50
6140,WT007H-20RVHTR-6,5
6140,WT007J-20RVLTR-6,5
6140,WT007N-20RVCTR-6,5
6141,WT001R-6HBVXTM-1,100
6141,WT001V-6HSVSTR-3,12
6141,WT001X-6HSPSTR-1,20
6142,WT001I-6L0VHTR-1,100
6142,WT001X-6HSPSTR-1,10
6142,WT001Y-6HSPDTR-1,50
6142,WT002K-6MOV3TR-6,20
6143,WT007H-20RVHTR-6,10
6143,WT007J-20RVLTR-6,10
6143,WT007N-20RVCTR-6,10
6144,WT001Q-6HBVXTR-1,120
6145,WT0070-8VIVCTR-6,18
6146,WT001V-6HSVSTR-3,36
6147,WT007H-20RVHTR-6,4
6147,WT007J-20RVLTR-6,4
6147,WT007N-20RVCTR-6,4
6148,WT007H-20RVHTR-6,2
6148,WT007J-20RVLTR-6,2
6148,WT007N-20RVCTR-6,2
6149,WT001K-6L2VHTR-6,150
6150,WT001O-6HBVXTM-1,800
6150,WT001Q-6HBVXTR-1,2400
6151,WT007H-20RVHTR-6,1
6151,WT007J-20RVLTR-6,1
6151,WT007N-20RVCTR-6,1
6152,WT001M-6VIVHTR-6,100
6153,WT001Q-6HBVXTR-1,240
6153,WT001V-6HSVSTR-3,48
6153,WT0063-8MOLVTR-6,75
6154,WT007H-20RVHTR-6,10
6154,WT007J-20RVLTR-6,10
6154,WT007N-20RVCTR-6,10
6155,WT001Q-6HBVXTR-1,120
6156,WT001K-6L2VHTR-6,10
6156,WT001Q-6HBVXTR-1,10
6157,WT001K-6L2VHTR-6,5
6157,WT001Q-6HBVXTR-1,10
6157,WT00HA-7L0VHTR-6,60
6158,WT007H-20RVHTR-6,2
6158,WT007J-20RVLTR-6,2
6158,WT007N-20RVCTR-6,2
6159,WT007H-20RVHTR-6,5
6159,WT007J-20RVLTR-6,5
6159,WT007N-20RVCTR-6,5
6160,WT007H-20RVHTR-6,5
6160,WT007J-20RVLTR-6,5
6160,WT007N-20RVCTR-6,5
6161,WT001Q-6HBVXTR-1,60
6162,WT007N-20RVCTR-6,12
6163,WT007N-20RVCTR-6,3
6164,WT002K-6MOV3TR-6,10
6164,WT00HA-7L0VHTR-6,60
6165,WT007N-20RVCTR-6,6
6166,WT007H-20RVHTR-6,30
6166,WT007J-20RVLTR-6,30
6166,WT007N-20RVCTR-6,30
6167,WT007H-20RVHTR-6,1
6167,WT007J-20RVLTR-6,1
6167,WT007N-20RVCTR-6,1
6168,WT001I-6L0VHTR-1,50
6168,WT00HA-7L0VHTR-6,50
6168,WT005X-7HDDXTR-1,50
6169,WT007H-20RVHTR-6,16
6169,WT007J-20RVLTR-6,16
6169,WT007N-20RVCTR-6,16
6170,WT001Q-6HBVXTR-1,240
6170,WT001U-6HBVXTX-1,60
6170,WT001V-6HSVSTR-3,24
6170,WT002K-6MOV3TR-6,80
6171,WT001R-6HBVXTM-1,9
6172,WT001Q-6HBVXTR-1,600
6172,WT001V-6HSVSTR-3,72
6172,WT001X-6HSPSTR-1,30
6172,WT002K-6MOV3TR-6,200
6172,WT00HA-7L0VHTR-6,360
6173,WT001O-6HBVXTM-1,50
6173,WT001Y-6HSPDTR-1,200
6174,WT001K-6L2VHTR-6,80
6175,WT0005-6CAVHTR-6,2
6176,WT007H-20RVHTR-6,5
6177,WT007H-20RVHTR-6,1
6177,WT007J-20RVLTR-6,1
6177,WT007K-20RVCTR-6,1
6177,WT007N-20RVCTR-6,1
6177,WT007T-20RVHMB-6,1
6177,WT007U-20RVLMB-6,1
6177,WT007V-20RVCTR-6,1
6177,WT007W-20RVCTR-6,1
6178,WT001R-6HBVXTM-1,50
6178,WT001S-6HBPXTM-1,200
6178,WT001W-6HSVSTR-1,40
6179,WT000G-6L0VHTR-1,100
6179,WT00HA-7L0VHTR-6,360
6180,WT000G-6L0VHTR-1,2000
6180,WT00HA-7L0VHTR-6,480
6181,WT0003-6QUVLTR-6,160
6181,WT001Q-6HBVXTR-1,180
6181,WT001S-6HBPXTM-1,100
6181,WT001W-6HSVSTR-1,40
6181,WT001X-6HSPSTR-1,10
6181,WT001Z-6HSPDTR-1,300
6181,WT0018-6QUVCTR-6,120
6181,WT002K-6MOV3TR-6,40
6181,WT005Y-8PKDT-1,60
6182,WT001K-6L2VHTR-6,20
6182,WT001M-6VIVHTR-6,20
6182,WT001U-6HBVXTX-1,10
6182,WT001V-6HSVSTR-3,12
6182,WT001X-6HSPSTR-1,10
6182,WT001Y-6HSPDTR-1,50
6182,WT001Z-6HSPDTR-1,60
6182,WT0018-6QUVCTR-6,20
6182,WT00HA-7L0VHTR-6,60
6183,WT0003-6QUVLTR-6,120
6183,WT001M-6VIVHTR-6,100
6183,WT001R-6HBVXTM-1,100
6183,WT001W-6HSVSTR-1,80
6184,WT001W-6HSVSTR-1,40
6184,WT0018-6QUVCTR-6,60
6185,WT000B-6T0VHTR-1,300
6185,WT001V-6HSVSTR-3,48
6186,WT0003-6QUVLTR-6,40
6186,WT001S-6HBPXTM-1,20
6186,WT001W-6HSVSTR-1,80
6186,WT0018-6QUVCTR-6,20
6187,WT0003-6QUVLTR-6,40
6187,WT001P-6HBVXMT-1,25
6187,WT001U-6HBVXTX-1,60
6187,WT001V-6HSVSTR-3,12
6187,WT0012-6HYVCMB-3,10
6187,WT001G-6P0V2TR-3,10
6187,WT002K-6MOV3TR-6,10
6188,WT001Q-6HBVXTR-1,60
6188,WT0018-6QUVCTR-6,20
6189,WT001W-6HSVSTR-1,20
6190,WT0009-6QUVHTR-6,140
6191,WT001W-6HSVSTR-1,40
6191,WT001G-6P0V2TR-3,40
6191,WT005Y-8PKDT-1,20
6192,WT0005-6CAVHTR-6,30
6192,WT000G-6L0VHTR-1,20
6192,WT001M-6VIVHTR-6,30
6192,WT005Y-8PKDT-1,30
6193,WT001Q-6HBVXTR-1,500
6193,WT001V-6HSVSTR-3,50
6193,WT001W-6HSVSTR-1,300
6193,WT001Z-6HSPDTR-1,500
6194,WT001R-6HBVXTM-1,25
6194,WT001S-6HBPXTM-1,50
6195,WT001S-6HBPXTM-1,1
6196,WT0009-6QUVHTR-6,20
6196,WT001Q-6HBVXTR-1,20
6196,WT001S-6HBPXTM-1,50
6196,WT001W-6HSVSTR-1,20
6197,WT007K-20RVCTR-6,5
6197,WT007N-20RVCTR-6,16
6198,WT001Q-6HBVXTR-1,60
6198,WT001S-6HBPXTM-1,100
6198,WT0034-7HBVXTR-1,60
6198,WT005Y-8PKDT-1,20
6199,WT0003-6QUVLTR-6,40
6199,WT000G-6L0VHTR-1,100
6199,WT001I-6L0VHTR-1,100
6199,WT001K-6L2VHTR-6,50
6199,WT001Q-6HBVXTR-1,60
6199,WT001R-6HBVXTM-1,25
6199,WT001W-6HSVSTR-1,80
6199,WT001X-6HSPSTR-1,5
6199,WT0018-6QUVCTR-6,60
6199,WT005Y-8PKDT-1,20
6200,WT001Q-6HBVXTR-1,60
6200,WT001R-6HBVXTM-1,25
6201,WT002K-6MOV3TR-6,20
6202,WT001S-6HBPXTM-1,100
6203,WT001S-6HBPXTM-1,50
6203,WT002K-6MOV3TR-6,20
6204,WT001K-6L2VHTR-6,120
6205,WT001Y-6HSPDTR-1,100
6206,WT005X-7HDDXTR-1,150
6207,WT0003-6QUVLTR-6,80
6207,WT001M-6VIVHTR-6,40
6207,WT001R-6HBVXTM-1,50
6207,WT001S-6HBPXTM-1,200
6207,WT001Y-6HSPDTR-1,200
6207,WT001Z-6HSPDTR-1,120
6208,WT000G-6L0VHTR-1,20
6208,WT001M-6VIVHTR-6,30
6208,WT001W-6HSVSTR-1,30
6208,WT003E-7QUVHMB-6,30
6209,WT001K-6L2VHTR-6,10
6209,WT001P-6HBVXMT-1,10
6209,WT001S-6HBPXTM-1,50
6209,WT001V-6HSVSTR-3,12
6209,WT00HA-7L0VHTR-6,60
6210,WT0003-6QUVLTR-6,40
6210,WT001K-6L2VHTR-6,50
6210,WT001M-6VIVHTR-6,20
6210,WT001O-6HBVXTM-1,25
6210,WT001W-6HSVSTR-1,80
6210,WT001X-6HSPSTR-1,25
6210,WT001Z-6HSPDTR-1,180
6210,WT0018-6QUVCTR-6,60
6210,WT001G-6P0V2TR-3,80
6211,WT0003-6QUVLTR-6,10
6211,WT001M-6VIVHTR-6,20
6211,WT001Z-6HSPDTR-1,120
6212,WT001S-6HBPXTM-1,35
6213,WT001Q-6HBVXTR-1,120
6213,WT001S-6HBPXTM-1,100
6213,WT001X-6HSPSTR-1,20
6213,WT001Z-6HSPDTR-1,60
6214,WT0018-6QUVCTR-6,120
6215,WT001S-6HBPXTM-1,20
6215,WT0018-6QUVCTR-6,5
6215,WT002K-6MOV3TR-6,40
6215,WT005Y-8PKDT-1,10
6216,WT001Y-6HSPDTR-1,100
6216,WT001Z-6HSPDTR-1,60
6217,WT007N-20RVCTR-6,36
6218,WT0009-6QUVHTR-6,10
6218,WT001S-6HBPXTM-1,30
6219,WT0003-6QUVLTR-6,10
6219,WT001Q-6HBVXTR-1,10
6219,WT0018-6QUVCTR-6,10
6220,WT007K-20RVCTR-6,5
6221,WT0003-6QUVLTR-6,10
6221,WT001S-6HBPXTM-1,50
6221,WT001X-6HSPSTR-1,5
6221,WT0018-6QUVCTR-6,20
6221,WT002K-6MOV3TR-6,10
6222,WT001M-6VIVHTR-6,180
6222,WT001R-6HBVXTM-1,500
6222,WT001S-6HBPXTM-1,700
6222,WT001W-6HSVSTR-1,120
6222,WT0018-6QUVCTR-6,100
6223,WT001V-6HSVSTR-3,120
6223,WT001X-6HSPSTR-1,60
6224,WT0003-6QUVLTR-6,160
6224,WT001Q-6HBVXTR-1,600
6224,WT001U-6HBVXTX-1,180
6224,WT0018-6QUVCTR-6,240
6225,WT0003-6QUVLTR-6,50
6225,WT0018-6QUVCTR-6,60
6225,WT002K-6MOV3TR-6,50
6226,WT0003-6QUVLTR-6,40
6226,WT001Q-6HBVXTR-1,60
6226,WT001R-6HBVXTM-1,25
6227,WT001W-6HSVSTR-1,30
6227,WT002K-6MOV3TR-6,40
6227,WT00HA-7L0VHTR-6,120
6228,WT001Q-6HBVXTR-1,60
6228,WT001S-6HBPXTM-1,40
6229,WT0003-6QUVLTR-6,40
6229,WT0009-6QUVHTR-6,40
6229,WT001X-6HSPSTR-1,30
6229,WT001Y-6HSPDTR-1,100
6230,WT001Q-6HBVXTR-1,240
6230,WT001R-6HBVXTM-1,125
6230,WT001X-6HSPSTR-1,20
6230,WT001Z-6HSPDTR-1,120
6231,WT0003-6QUVLTR-6,40
6231,WT0005-6CAVHTR-6,50
6231,WT001Q-6HBVXTR-1,120
6231,WT001S-6HBPXTM-1,100
6231,WT001Y-6HSPDTR-1,100
6231,WT001Z-6HSPDTR-1,60
6232,WT001K-6L2VHTR-6,50
6232,WT001X-6HSPSTR-1,25
6233,WT001M-6VIVHTR-6,60
6233,WT001R-6HBVXTM-1,200
6233,WT001S-6HBPXTM-1,400
6233,WT001W-6HSVSTR-1,120
6233,WT0018-6QUVCTR-6,50
6234,WT001O-6HBVXTM-1,1
6234,WT001Q-6HBVXTR-1,1
6234,WT001S-6HBPXTM-1,1
6234,WT001Z-6HSPDTR-1,1
6234,WT002M-6MOVCTR-6,1
6234,WT002N-6QUVCTR-6,1
6234,WT0063-8MOLVTR-6,1
6234,WT007K-20RVCTR-6,1
6235,WT001P-6HBVXMT-1,15
6236,WT001Q-6HBVXTR-1,60
6237,WT001M-6VIVHTR-6,5
6237,WT001Q-6HBVXTR-1,10
6237,WT001S-6HBPXTM-1,10
6237,WT001T-6HBVXTK-1,10
6237,WT001V-6HSVSTR-3,12
6237,WT001W-6HSVSTR-1,5
6237,WT001X-6HSPSTR-1,5
6238,WT001O-6HBVXTM-1,4
6239,WT001I-6L0VHTR-1,1
6239,WT001R-6HBVXTM-1,1
6239,WT0018-6QUVCTR-6,1
6239,WT00HA-7L0VHTR-6,1
6240,WT001Q-6HBVXTR-1,40
6240,WT001W-6HSVSTR-1,10
6241,WT001Q-6HBVXTR-1,60
6241,WT005Y-8PKDT-1,20
6242,WT0003-6QUVLTR-6,3
6242,WT0009-6QUVHTR-6,5
6242,WT001Q-6HBVXTR-1,120
6242,WT002K-6MOV3TR-6,5
6242,WT002N-6QUVCTR-6,3
6243,WT0003-6QUVLTR-6,40
6243,WT000G-6L0VHTR-1,100
6243,WT001I-6L0VHTR-1,100
6243,WT001M-6VIVHTR-6,20
6243,WT001Q-6HBVXTR-1,60
6243,WT001V-6HSVSTR-3,12
6243,WT001X-6HSPSTR-1,5
6243,WT005Y-8PKDT-1,20
6244,WT0003-6QUVLTR-6,2
6244,WT000B-6T0VHTR-1,30
6244,WT001S-6HBPXTM-1,10
6244,WT00HA-7L0VHTR-6,30
6245,WT001W-6HSVSTR-1,10
6246,WT002N-6QUVCTR-6,210
6247,WT002M-6MOVCTR-6,210
6248,WT001Q-6HBVXTR-1,2040
6248,WT001Y-6HSPDTR-1,1000
6249,WT001R-6HBVXTM-1,50
6249,WT001V-6HSVSTR-3,48
6250,WT0003-6QUVLTR-6,200
6250,WT001M-6VIVHTR-6,100
6250,WT001Q-6HBVXTR-1,1800
6250,WT001S-6HBPXTM-1,500
6250,WT001V-6HSVSTR-3,24
6250,WT001X-6HSPSTR-1,25
6250,WT001Y-6HSPDTR-1,500
6250,WT001Z-6HSPDTR-1,300
6251,WT001Q-6HBVXTR-1,300
6252,WT000G-6L0VHTR-1,200
6252,WT001R-6HBVXTM-1,50
6252,WT001S-6HBPXTM-1,300
6253,WT0005-6CAVHTR-6,30
6253,WT001M-6VIVHTR-6,10
6254,WT000G-6L0VHTR-1,100
6254,WT001Z-6HSPDTR-1,300
6254,WT00HA-7L0VHTR-6,360
6255,WT001Q-6HBVXTR-1,20
6256,WT0009-6QUVHTR-6,40
6256,WT001R-6HBVXTM-1,25
6256,WT001S-6HBPXTM-1,20
6257,WT001Q-6HBVXTR-1,30
6257,WT001S-6HBPXTM-1,20
6258,WT001S-6HBPXTM-1,1
6258,WT001U-6HBVXTX-1,1
6258,WT005X-7HDDXTR-1,1
6259,WT001U-6HBVXTX-1,20
6260,WT001O-6HBVXTM-1,30
6260,WT001Q-6HBVXTR-1,60
6260,WT001S-6HBPXTM-1,100
6261,WT0003-6QUVLTR-6,25
6261,WT0009-6QUVHTR-6,5
6261,WT000B-6T0VHTR-1,20
6261,WT000G-6L0VHTR-1,5
6261,WT001K-6L2VHTR-6,5
6261,WT001M-6VIVHTR-6,5
6261,WT001Q-6HBVXTR-1,10
6261,WT001R-6HBVXTM-1,8
6261,WT001S-6HBPXTM-1,10
6261,WT001Y-6HSPDTR-1,5
6261,WT001Z-6HSPDTR-1,5
6261,WT002K-6MOV3TR-6,1
6261,WT0034-7HBVXTR-1,5
6261,WT005Y-8PKDT-1,5
6262,WT001X-6HSPSTR-1,15
6262,WT001Y-6HSPDTR-1,300
6262,WT001Z-6HSPDTR-1,180
6263,WT001K-6L2VHTR-6,250
6264,WT0002-6MOVLTR-6,1
6264,WT001N-6MOVHTR-6,2
6264,WT0015-6MIVCTM-6,1
6265,WT001Q-6HBVXTR-1,5
6265,WT001S-6HBPXTM-1,10
6265,WT001W-6HSVSTR-1,5
6266,WT001Q-6HBVXTR-1,120
6266,WT001W-6HSVSTR-1,40
6266,WT0018-6QUVCTR-6,20
6267,WT001I-6L0VHTR-1,300
6267,WT0018-6QUVCTR-6,60
6268,WT001W-6HSVSTR-1,120
6268,WT00HA-7L0VHTR-6,120
6269,WT0003-6QUVLTR-6,80
6269,WT0018-6QUVCTR-6,180
6270,WT0018-6QUVCTR-6,300
6271,WT0003-6QUVLTR-6,1
6271,WT001S-6HBPXTM-1,3
6271,WT0018-6QUVCTR-6,2
6272,WT0003-6QUVLTR-6,200
6272,WT001M-6VIVHTR-6,100
6272,WT001Q-6HBVXTR-1,300
6272,WT001R-6HBVXTM-1,125
6272,WT001S-6HBPXTM-1,800
6272,WT001Y-6HSPDTR-1,300
6272,WT001Z-6HSPDTR-1,300
6273,WT0003-6QUVLTR-6,2
6273,WT001M-6VIVHTR-6,2
6273,WT001O-6HBVXTM-1,1
6273,WT001Q-6HBVXTR-1,1
6273,WT001S-6HBPXTM-1,1
6273,WT001W-6HSVSTR-1,1
6273,WT001Y-6HSPDTR-1,1
6273,WT0018-6QUVCTR-6,1
6273,WT002N-6QUVCTR-6,1
6273,WT00HA-7L0VHTR-6,1
6274,WT001S-6HBPXTM-1,11
6275,WT001Q-6HBVXTR-1,240
6275,WT001W-6HSVSTR-1,120
6275,WT0018-6QUVCTR-6,120
6276,WT007D-20TVHTR-1,400
6276,WT007E-20HBTR-1,40
6277,WT000G-6L0VHTR-1,100
6277,WT0018-6QUVCTR-6,60
6278,WT001Q-6HBVXTR-1,600
6278,WT001S-6HBPXTM-1,200
6279,WT001W-6HSVSTR-1,40
6280,WT001I-6L0VHTR-1,40000
6281,WT001W-6HSVSTR-1,10
6281,WT001Y-6HSPDTR-1,10
6281,WT001Z-6HSPDTR-1,10
6282,WT001X-6HSPSTR-1,50
6282,WT001Z-6HSPDTR-1,300
6282,WT0018-6QUVCTR-6,60
6283,WT0003-6QUVLTR-6,40
6283,WT000G-6L0VHTR-1,100
6283,WT001Q-6HBVXTR-1,60
6283,WT001W-6HSVSTR-1,40
6283,WT001X-6HSPSTR-1,15
6283,WT0018-6QUVCTR-6,60
6283,WT007D-20TVHTR-1,100
6284,WT001Q-6HBVXTR-1,60
6284,WT001Y-6HSPDTR-1,50
6284,WT001Z-6HSPDTR-1,30
6285,WT002N-6QUVCTR-6,1
6286,WT002K-6MOV3TR-6,20
6287,WT001S-6HBPXTM-1,1
6287,WT00HA-7L0VHTR-6,1
6288,WT0003-6QUVLTR-6,25
6288,WT0009-6QUVHTR-6,5
6288,WT000B-6T0VHTR-1,20
6288,WT000G-6L0VHTR-1,5
6288,WT001K-6L2VHTR-6,5
6288,WT001M-6VIVHTR-6,5
6288,WT001Q-6HBVXTR-1,10
6288,WT001R-6HBVXTM-1,8
6288,WT001S-6HBPXTM-1,10
6288,WT001Y-6HSPDTR-1,5
6288,WT001Z-6HSPDTR-1,5
6288,WT002K-6MOV3TR-6,1
6288,WT0034-7HBVXTR-1,5
6288,WT005Y-8PKDT-1,5
6289,WT001Q-6HBVXTR-1,20
6289,WT001R-6HBVXTM-1,50
6289,WT001S-6HBPXTM-1,200
6290,WT001M-6VIVHTR-6,40
6290,WT002K-6MOV3TR-6,80
6291,WT0009-6QUVHTR-6,20
6291,WT001Y-6HSPDTR-1,20
6291,WT001Z-6HSPDTR-1,20
6291,WT0018-6QUVCTR-6,20
6291,WT002K-6MOV3TR-6,20
6291,WT0034-7HBVXTR-1,20
6291,WT00HA-7L0VHTR-6,120
6291,WT005Y-8PKDT-1,20
6292,WT001Q-6HBVXTR-1,60
6292,WT001S-6HBPXTM-1,70
6292,WT001Z-6HSPDTR-1,50
6293,WT001R-6HBVXTM-1,500
6294,WT001Q-6HBVXTR-1,2040
6294,WT001S-6HBPXTM-1,300
6294,WT001W-6HSVSTR-1,200
6294,WT001Z-6HSPDTR-1,300
6294,WT0018-6QUVCTR-6,500
6294,WT002M-6MOVCTR-6,200
6295,WT001P-6HBVXMT-1,25
6296,WT007F-20KVCTM-1,10
6296,WT007G-20KVCDM-1,10
6297,WT001W-6HSVSTR-1,40
6297,WT0018-6QUVCTR-6,20
6298,WT001Y-6HSPDTR-1,10
6298,WT001Z-6HSPDTR-1,10
6298,WT0018-6QUVCTR-6,5
6298,WT005Y-8PKDT-1,10
6299,WT001X-6HSPSTR-1,25
6299,WT0018-6QUVCTR-6,60
6299,WT0063-8MOLVTR-6,14
6300,WT0003-6QUVLTR-6,5
6300,WT001Q-6HBVXTR-1,130
6300,WT001R-6HBVXTM-1,15
6300,WT001S-6HBPXTM-1,15
6300,WT001W-6HSVSTR-1,60
6300,WT001Y-6HSPDTR-1,10
6300,WT001Z-6HSPDTR-1,5
6300,WT0012-6HYVCMB-3,12
6300,WT0018-6QUVCTR-6,18
6300,WT001G-6P0V2TR-3,5
6300,WT005Y-8PKDT-1,5
6301,WT007F-20KVCTM-1,5
6301,WT007G-20KVCDM-1,5
6302,WT001O-6HBVXTM-1,50
6303,WT0003-6QUVLTR-6,5
6303,WT001R-6HBVXTM-1,5
6303,WT00HA-7L0VHTR-6,20
6304,WT0003-6QUVLTR-6,200
6304,WT001M-6VIVHTR-6,60
6304,WT001Q-6HBVXTR-1,300
6304,WT001R-6HBVXTM-1,125
6304,WT001S-6HBPXTM-1,800
6304,WT001Y-6HSPDTR-1,300
6304,WT001Z-6HSPDTR-1,300
6305,WT0018-6QUVCTR-6,70
6306,WT001K-6L2VHTR-6,50
6307,WT000G-6L0VHTR-1,100
6307,WT00HA-7L0VHTR-6,480
6308,WT002N-6QUVCTR-6,1
6309,WT000G-6L0VHTR-1,3000
6310,WT001Q-6HBVXTR-1,180
6311,WT007F-20KVCTM-1,1
6311,WT007G-20KVCDM-1,1
6312,WT007F-20KVCTM-1,1
6312,WT007G-20KVCDM-1,1
6313,WT007F-20KVCTM-1,5
6313,WT007G-20KVCDM-1,5
6314,WT00HA-7L0VHTR-6,120
6315,WT007F-20KVCTM-1,20
6315,WT007G-20KVCDM-1,20
6316,WT001R-6HBVXTM-1,125
6317,WT007F-20KVCTM-1,2
6317,WT007G-20KVCDM-1,2
6318,WT0003-6QUVLTR-6,5
6318,WT0005-6CAVHTR-6,10
6318,WT000B-6T0VHTR-1,10
6318,WT001I-6L0VHTR-1,10
6318,WT00HA-7L0VHTR-6,10
6319,WT001Q-6HBVXTR-1,60
6320,WT001Q-6HBVXTR-1,60
6321,WT0003-6QUVLTR-6,10
6322,WT000G-6L0VHTR-1,500
6322,WT001I-6L0VHTR-1,500
6322,WT001Q-6HBVXTR-1,300
6323,WT007D-20TVHTR-1,4
6323,WT007E-20HBTR-1,4
6323,WT007F-20KVCTM-1,4
6323,WT007G-20KVCDM-1,4
6324,WT0003-6QUVLTR-6,40
6324,WT001S-6HBPXTM-1,20
6324,WT001W-6HSVSTR-1,20
6324,WT001Z-6HSPDTR-1,60
6324,WT0018-6QUVCTR-6,30
6324,WT001G-6P0V2TR-3,20
6324,WT002K-6MOV3TR-6,10
6324,WT002N-6QUVCTR-6,5
6325,WT007F-20KVCTM-1,1
6325,WT007G-20KVCDM-1,1
6326,WT001X-6HSPSTR-1,30
6326,WT00HA-7L0VHTR-6,60
6326,WT007D-20TVHTR-1,50
6327,WT007F-20KVCTM-1,20
6327,WT007G-20KVCDM-1,20
6328,WT007F-20KVCTM-1,2
6328,WT007G-20KVCDM-1,2
6329,WT007F-20KVCTM-1,5
6329,WT007G-20KVCDM-1,5
6330,WT007F-20KVCTM-1,2
6330,WT007G-20KVCDM-1,2
6331,WT0005-6CAVHTR-6,10
6331,WT001O-6HBVXTM-1,5
6331,WT001Q-6HBVXTR-1,10
6332,WT001Q-6HBVXTR-1,15
6332,WT001S-6HBPXTM-1,10
6333,WT000B-6T0VHTR-1,5
6333,WT000G-6L0VHTR-1,5
6333,WT001I-6L0VHTR-1,5
6333,WT001M-6VIVHTR-6,5
6333,WT001Q-6HBVXTR-1,5
6333,WT001S-6HBPXTM-1,5
6333,WT001T-6HBVXTK-1,5
6333,WT001U-6HBVXTX-1,5
6333,WT001V-6HSVSTR-3,4
6333,WT001Y-6HSPDTR-1,5
6333,WT001Z-6HSPDTR-1,5
6333,WT002N-6QUVCTR-6,5
6333,WT00HA-7L0VHTR-6,5
6333,WT007F-20KVCTM-1,5
6333,WT007G-20KVCDM-1,5
6334,WT0005-6CAVHTR-6,20
6334,WT001O-6HBVXTM-1,20
6334,WT0063-8MOLVTR-6,10
6335,WT0003-6QUVLTR-6,40
6335,WT000G-6L0VHTR-1,100
6335,WT001I-6L0VHTR-1,100
6335,WT001R-6HBVXTM-1,25
6335,WT001W-6HSVSTR-1,40
6335,WT001X-6HSPSTR-1,30
6336,WT0003-6QUVLTR-6,10
6336,WT001T-6HBVXTK-1,10
6336,WT001X-6HSPSTR-1,10
6336,WT001Y-6HSPDTR-1,20
6336,WT001Z-6HSPDTR-1,20
6336,WT0018-6QUVCTR-6,10
6337,WT007F-20KVCTM-1,5
6337,WT007G-20KVCDM-1,5
6338,WT001Q-6HBVXTR-1,600
6338,WT001Y-6HSPDTR-1,200
6338,WT001Z-6HSPDTR-1,240
6339,WT001K-6L2VHTR-6,10
6339,WT001S-6HBPXTM-1,10
6339,WT001T-6HBVXTK-1,3
6339,WT001U-6HBVXTX-1,2
6339,WT001Y-6HSPDTR-1,5
6339,WT001Z-6HSPDTR-1,5
6339,WT001G-6P0V2TR-3,5
6339,WT002K-6MOV3TR-6,5
6339,WT0034-7HBVXTR-1,10
6339,WT00HA-7L0VHTR-6,30
6339,WT007E-20HBTR-1,10
6340,WT007F-20KVCTM-1,1
6340,WT007G-20KVCDM-1,1
6341,WT007D-20TVHTR-1,50
6342,WT001W-6HSVSTR-1,80
6343,WT0017-6MOVCTR-6,1
6344,WT001Q-6HBVXTR-1,300
6344,WT001R-6HBVXTM-1,125
6344,WT001S-6HBPXTM-1,500
6345,WT000G-6L0VHTR-1,500
6346,WT001Q-6HBVXTR-1,2
6347,WT001X-6HSPSTR-1,20
6347,WT001Z-6HSPDTR-1,60
6348,WT001R-6HBVXTM-1,25
6348,WT001Y-6HSPDTR-1,100
6349,WT0034-7HBVXTR-1,10
6350,WT007F-20KVCTM-1,5
6350,WT007G-20KVCDM-1,5
6351,WT001N-6MOVHTR-6,20
6351,WT001Y-6HSPDTR-1,100
6351,WT001Z-6HSPDTR-1,60
6351,WT002K-6MOV3TR-6,10
6351,WT0063-8MOLVTR-6,20
6351,WT007D-20TVHTR-1,100
6351,WT007E-20HBTR-1,120
6352,WT007F-20KVCTM-1,5
6352,WT007G-20KVCDM-1,5
6353,WT007F-20KVCTM-1,10
6353,WT007G-20KVCDM-1,10
6354,WT007F-20KVCTM-1,7
6354,WT007G-20KVCDM-1,7
6355,WT007M-20RVCD-6,4
6355,WT007P-20RVCD-6,4
6355,WT007R-20RVHTR-6,4
6355,WT007S-20RVLTR-6,4
6356,WT001Q-6HBVXTR-1,10
6356,WT001X-6HSPSTR-1,20
6357,WT001N-6MOVHTR-6,60
6357,WT001Q-6HBVXTR-1,60
6357,WT001W-6HSVSTR-1,120
6357,WT0063-8MOLVTR-6,50
6358,WT002L-6BKB3TR-3,20
6359,WT002L-6BKB3TR-3,30
6360,WT001K-6L2VHTR-6,10
6360,WT001N-6MOVHTR-6,10
6360,WT001Q-6HBVXTR-1,30
6361,WT000G-6L0VHTR-1,1000
6361,WT001I-6L0VHTR-1,2500
6361,WT00HA-7L0VHTR-6,840
6362,WT001M-6VIVHTR-6,80
6362,WT001H-6P2V3TR-3,320
6362,WT002L-6BKB3TR-3,40
6363,WT001W-6HSVSTR-1,40
6363,WT005Y-8PKDT-1,60
6364,WT001M-6VIVHTR-6,40
6365,WT001M-6VIVHTR-6,10
6366,WT0063-8MOLVTR-6,10
6367,WT001W-6HSVSTR-1,40
6367,WT001Y-6HSPDTR-1,100
6367,WT001Z-6HSPDTR-1,60
6368,WT001Q-6HBVXTR-1,300
